,ACYC,AFREQ,C0res%,C10res%,C1res%,C2res%,C3res%,C3res%,C6res%,C6res%,C7res%,C7res%,C8res%,C9res%,EXEC,FREQ,INST,INSTnom,INSTnom%,IPC,L2HIT,L2MISS,L2MPI,L3HIT,L3MISS,L3MPI,PhysIPC,PhysIPC%,READ,TIME(ticks),WRITE
eyes-1-pyramid-9-selectivity-1,4.2e+05,0.94,97.3,0,2.71,0,0,0,0,0,0,0,0,0,1.11,0.914,5.09e+05,2.22,55.4,1.21,0.972,67.8,0.000133,0.633,24.4,4.79e-05,2.42,60.6,24.5,5.74e+04,51.8,2.43717497195
eyes-1-pyramid-9-selectivity-1,4.12e+05,1,96.6,0,3.34,0,0,0,0,0,0,0,0,0,0.997,0.968,4.25e+05,1.99,49.8,1.03,0.919,258,0.000607,0.573,81.2,0.000191,2.06,51.5,80.6,5.33e+04,89,2.29190266055
eyes-1-pyramid-9-selectivity-1,4.06e+05,0.981,100,0,0.00741,0,0,0,0,0,0,0,0,0,1.05,0.981,4.36e+05,2.11,52.7,1.08,0.937,161,0.000369,0.67,48.7,0.000112,2.15,53.8,38.5,5.17e+04,89.4,2.20746185148
eyes-1-pyramid-9-selectivity-1,3.68e+05,1.05,91.6,0,8.24,0,0,0,0,0,0,0,0,0,0.899,0.957,3.46e+05,1.8,44.9,0.939,0.926,202,0.000585,0.462,99,0.000286,1.88,46.9,55.9,4.81e+04,124,2.08067860417
eyes-1-pyramid-9-selectivity-1,4.28e+05,1,97.8,0,2.23,0,0,0,0,0,0,0,0,0,1.07,0.98,4.65e+05,2.13,53.3,1.09,0.945,153,0.000328,0.473,73.1,0.000157,2.18,54.4,55.4,5.45e+04,97.1,2.36034298476
eyes-1-pyramid-9-selectivity-1,4.37e+05,1.02,97.2,0,2.84,0,0,0,0,0,0,0,0,0,1.11,0.994,4.86e+05,2.21,55.3,1.11,0.946,137,0.000282,0.46,68,0.00014,2.23,55.7,44.3,5.5e+04,93.2,2.33502516401
eyes-1-pyramid-9-selectivity-1,4.38e+05,1.01,96.2,0,3.74,0,0,0,0,0,0,0,0,0,1.08,0.974,4.86e+05,2.16,54,1.11,0.948,134,0.000277,0.402,72.8,0.00015,2.22,55.4,44.4,5.62e+04,96.8,2.39216760177
eyes-1-pyramid-9-selectivity-1,3.83e+05,1,100,0,0.00826,0,0,0,0,0,0,0,0,0,1.13,1,4.31e+05,2.26,56.5,1.13,0.953,120,0.000279,0.52,54.9,0.000127,2.25,56.3,31.5,4.77e+04,60.8,2.02567086261
eyes-1-pyramid-9-selectivity-1,2.42e+05,1.01,85,0,12.8,0,0,0,0,0,0,0,0,0,0.764,0.858,2.16e+05,1.53,38.2,0.89,0.961,108,0.000499,0.46,50.7,0.000235,1.78,44.5,44.4,3.53e+04,75.3,1.53034934027
eyes-1-pyramid-9-selectivity-1,4.06e+05,1.01,93.2,0,6.42,0,0,0,0,0,0,0,0,0,1.16,0.941,5.02e+05,2.32,58.1,1.23,0.951,124,0.000246,0.571,51.6,0.000103,2.47,61.7,35.8,5.4e+04,61.6,2.3213173904
eyes-1-pyramid-9-selectivity-1,4.17e+05,1.02,99.7,0,0.332,0,0,0,0,0,0,0,0,0,0.978,1.02,4e+05,1.96,48.9,0.96,0.927,225,0.000563,0.558,84.1,0.00021,1.92,48,73,5.11e+04,113,2.19369834991
eyes-1-pyramid-9-selectivity-1,6.33e+05,1.01,97.7,0,2.22,0,0,0,0,0,0,0,0,0,0.89,0.991,5.68e+05,1.78,44.5,0.898,0.885,465,0.000818,0.518,161,0.000284,1.8,44.9,155,7.98e+04,197,3.39934527852
eyes-1-pyramid-9-selectivity-1,3.8e+05,0.93,91.8,0,5.92,0,0,0,0,0,0,0,0,0,0.749,0.855,3.33e+05,1.5,37.4,0.876,0.913,313,0.00094,0.604,85.7,0.000257,1.75,43.8,106,5.56e+04,109,2.38640613013
eyes-1-pyramid-9-selectivity-1,3.59e+05,0.975,98.2,0,1.82,0,0,0,0,0,0,0,0,0,1.02,0.958,3.84e+05,2.04,51.1,1.07,0.945,157,0.00041,0.621,46.5,0.000121,2.14,53.4,46.5,4.69e+04,62.2,2.02004999366
eyes-1-pyramid-9-selectivity-1,3.79e+05,1.02,100,0,0.00482,0,0,0,0,0,0,0,0,0,1.23,1.02,4.57e+05,2.46,61.5,1.21,0.983,40.6,8.88e-05,0.537,17.4,3.81e-05,2.41,60.3,20.1,4.65e+04,37.8,1.99937328129
eyes-1-pyramid-9-selectivity-1,4.41e+05,1.02,97,0,2.99,0,0,0,0,0,0,0,0,0,1.07,0.985,4.81e+05,2.15,53.7,1.09,0.953,121,0.000252,0.535,50.9,0.000106,2.18,54.5,41.2,5.6e+04,99.4,2.40760870411
eyes-1-pyramid-9-selectivity-1,3.78e+05,1,100,0,0.0115,0,0,0,0,0,0,0,0,0,1.2,1,4.51e+05,2.39,59.8,1.19,0.973,65,0.000144,0.621,23.8,5.29e-05,2.38,59.6,22.4,4.71e+04,39.6,2.01443513911
eyes-1-pyramid-9-selectivity-1,4.01e+05,1.05,91.2,0,8.71,0,0,0,0,0,0,0,0,0,0.93,0.953,3.92e+05,1.86,46.5,0.975,0.927,227,0.000581,0.517,90.7,0.000232,1.95,48.8,73.9,5.27e+04,119,2.2702892138
eyes-1-pyramid-9-selectivity-1,3.99e+05,1.05,99.7,0,0.342,0,0,0,0,0,0,0,0,0,1.15,1.04,4.39e+05,2.29,57.4,1.1,0.946,154,0.00035,0.612,47.9,0.000109,2.2,55.1,52.9,4.79e+04,65,2.05610539305
eyes-1-pyramid-9-selectivity-1,2.25e+05,1.01,79,0,14.6,0,0,0,0,0,0,0,0,0,0.73,0.797,2.06e+05,1.46,36.5,0.916,0.958,109,0.000528,0.502,49.8,0.000241,1.83,45.8,35.9,3.53e+04,70.6,1.49845238206
eyes-1-pyramid-9-selectivity-1,2.63e+05,1.05,86.1,0,12.2,0,0,0,0,0,0,0,0,0,0.741,0.899,2.16e+05,1.48,37.1,0.824,0.94,160,0.000738,0.615,55.1,0.000255,1.65,41.2,40.3,3.65e+04,98.2,1.57350431315
eyes-1-pyramid-9-selectivity-0,7.95e+04,1.05,69.5,0,22.7,0,0,0,0,0,0,0,0,0,0.709,0.726,7.77e+04,1.42,35.5,0.977,0.922,47.1,0.000607,0.542,19.6,0.000253,1.95,48.8,14.1,1.37e+04,30.3,1.3507389997
eyes-1-pyramid-9-selectivity-0,1.53e+05,1.01,91.3,0,8.52,0,0,0,0,0,0,0,0,0,1.21,0.919,2.01e+05,2.41,60.3,1.31,0.931,36.1,0.000179,0.65,12.3,6.13e-05,2.63,65.7,9.74,2.08e+04,19.3,1.98099363409
eyes-1-pyramid-9-selectivity-0,9.56e+04,1.05,78.8,0,20,0,0,0,0,0,0,0,0,0,0.687,0.824,7.98e+04,1.37,34.4,0.834,0.923,48.7,0.00061,0.458,21.9,0.000274,1.67,41.7,17.2,1.45e+04,40,1.40415504197
eyes-1-pyramid-9-selectivity-0,1.49e+05,1.03,92.2,0,6.93,0,0,0,0,0,0,0,0,0,1.22,0.954,1.91e+05,2.44,60.9,1.28,0.927,36.3,0.00019,0.773,8.09,4.24e-05,2.56,63.9,8.43,1.96e+04,19.3,1.84083431233
eyes-1-pyramid-9-selectivity-0,1.37e+05,0.99,100,0,0.0183,0,0,0,0,0,0,0,0,0,1.21,0.99,1.67e+05,2.42,60.5,1.22,0.955,23.8,0.000142,0.675,7.49,4.47e-05,2.45,61.2,8.04,1.73e+04,15.9,1.6245781423
eyes-1-pyramid-9-selectivity-0,1.38e+05,0.992,97.1,0,2.89,0,0,0,0,0,0,0,0,0,1.05,0.963,1.5e+05,2.1,52.6,1.09,0.926,51.6,0.000343,0.53,20.5,0.000136,2.19,54.7,18.4,1.8e+04,33.4,1.66707962788
eyes-1-pyramid-9-selectivity-0,1.43e+05,0.994,100,0,0.00948,0,0,0,0,0,0,0,0,0,1.15,0.994,1.65e+05,2.3,57.4,1.15,0.918,52.6,0.000318,0.642,14.2,8.61e-05,2.31,57.7,16.8,1.8e+04,22.1,1.79235721203
eyes-1-pyramid-9-selectivity-0,1.44e+05,1.04,100,0,0.00503,0,0,0,0,0,0,0,0,0,1.09,1.04,1.5e+05,2.18,54.5,1.05,0.909,61.5,0.00041,0.491,28,0.000186,2.09,52.3,18.9,1.72e+04,32.4,1.60475700686
eyes-1-pyramid-9-selectivity-0,1.74e+05,0.994,100,0,0.0316,0,0,0,0,0,0,0,0,0,0.968,0.994,1.69e+05,1.94,48.4,0.974,0.861,129,0.000763,0.559,39.6,0.000234,1.95,48.7,37.6,2.18e+04,41,2.0429650755
eyes-1-pyramid-9-selectivity-0,1.41e+05,1.02,100,0,0.0104,0,0,0,0,0,0,0,0,0,1.11,1.02,1.54e+05,2.23,55.7,1.09,0.925,43.9,0.000286,0.457,20.7,0.000135,2.18,54.5,14.5,1.72e+04,31.3,1.63944830157
eyes-1-pyramid-9-selectivity-0,1.65e+05,1.01,100,0,0.0116,0,0,0,0,0,0,0,0,0,0.989,1.01,1.61e+05,1.98,49.5,0.978,0.891,86.2,0.000535,0.438,38.8,0.000241,1.96,48.9,31.3,2.04e+04,47.1,1.98037633472
eyes-1-pyramid-9-selectivity-0,3.47e+05,1.02,100,0,0.0179,0,0,0,0,0,0,0,0,0,1.2,1.02,4.1e+05,2.4,60.1,1.18,0.857,104,0.000255,0.393,59.4,0.000145,2.36,59.1,29.1,4.27e+04,67,3.97136290694
eyes-1-pyramid-9-selectivity-0,1.37e+05,0.991,98.7,0,1.3,0,0,0,0,0,0,0,0,0,0.832,0.978,1.16e+05,1.66,41.6,0.851,0.888,98.1,0.000844,0.546,33.3,0.000286,1.7,42.6,32.4,1.75e+04,39.3,1.69226090202
eyes-1-pyramid-9-selectivity-0,1.07e+05,1.04,85.8,0,13.6,0,0,0,0,0,0,0,0,0,1.15,0.889,1.39e+05,2.31,57.6,1.3,0.949,25.8,0.000185,0.448,13.8,9.93e-05,2.59,64.8,7.83,1.51e+04,15.3,1.45496157902
eyes-1-pyramid-9-selectivity-0,1.58e+05,1.05,91.4,0,8.61,0,0,0,0,0,0,0,0,0,1.12,0.955,1.85e+05,2.24,56.1,1.17,0.929,40.9,0.00022,0.471,19.5,0.000105,2.35,58.7,15.4,2.07e+04,37.8,1.96368253946
eyes-1-pyramid-9-selectivity-0,3.95e+05,0.97,95,0,4.98,0,0,0,0,0,0,0,0,0,1.12,0.922,4.81e+05,2.25,56.2,1.22,0.872,112,0.000233,0.483,46.7,9.71e-05,2.44,60.9,36.2,5.35e+04,73.3,4.93141731972
eyes-1-pyramid-9-selectivity-0,1.7e+05,1.03,99.2,0,0.817,0,0,0,0,0,0,0,0,0,0.972,1.02,1.62e+05,1.94,48.6,0.95,0.887,95.8,0.000592,0.477,39.6,0.000245,1.9,47.5,34.9,2.08e+04,49,1.97472281699
eyes-1-pyramid-9-selectivity-0,1.33e+05,0.995,88,0,11.8,0,0,0,0,0,0,0,0,0,0.84,0.876,1.28e+05,1.68,42,0.96,0.893,70.5,0.000551,0.45,35.1,0.000275,1.92,48,22.7,1.9e+04,50.6,1.80819648846
eyes-1-pyramid-9-selectivity-0,2.06e+05,1.01,89.5,0,9.87,0,0,0,0,0,0,0,0,0,0.85,0.903,1.94e+05,1.7,42.5,0.942,0.861,130,0.000672,0.454,53.4,0.000276,1.88,47.1,44.9,2.85e+04,67,2.67700801897
eyes-1-pyramid-9-selectivity-0,1.42e+05,0.987,94.1,0,5.87,0,0,0,0,0,0,0,0,0,0.753,0.929,1.15e+05,1.51,37.7,0.811,0.875,120,0.00104,0.537,40.4,0.00035,1.62,40.5,41.2,1.91e+04,49.1,1.88729696175
eyes-1-pyramid-9-selectivity-0,5.46e+04,0.999,56.5,0,26.6,0,0,0,0,0,0,0,0,0,0.637,0.565,6.16e+04,1.27,31.8,1.13,0.968,16.1,0.000262,0.554,6.69,0.000109,2.26,56.4,6.93,1.21e+04,14.1,1.20115654059
eyes-1-pyramid-9-selectivity-0,1.39e+05,1,100,0,0.000285,0,0,0,0,0,0,0,0,0,1.07,1,1.48e+05,2.15,53.7,1.07,0.891,78.1,0.000527,0.588,22.4,0.000151,2.14,53.4,26.1,1.73e+04,30.2,1.67175399996
eyes-1-pyramid-9-selectivity-0,1.34e+05,1.04,97.5,0,2.52,0,0,0,0,0,0,0,0,0,1.27,1.01,1.68e+05,2.54,63.5,1.26,0.965,17.4,0.000104,0.555,7.44,4.42e-05,2.52,63,7.42,1.66e+04,14.7,1.610623311
eyes-1-pyramid-9-selectivity-0,2.22e+05,1,100,0,0.0136,0,0,0,0,0,0,0,0,0,1.27,1,2.81e+05,2.53,63.3,1.26,0.943,30.6,0.000109,0.542,12.5,4.46e-05,2.53,63.1,11.4,2.77e+04,23,2.58931066505
eyes-1-pyramid-9-selectivity-0,1.48e+05,1.04,100,0,0.0124,0,0,0,0,0,0,0,0,0,1.13,1.04,1.62e+05,2.27,56.7,1.09,0.934,38.8,0.00024,0.397,19.8,0.000122,2.18,54.4,15.3,1.78e+04,34.2,1.67542178477
eyes-1-pyramid-9-selectivity-0,1.46e+05,0.982,96.9,0,3.05,0,0,0,0,0,0,0,0,0,1.06,0.952,1.63e+05,2.12,53,1.11,0.919,51.2,0.000314,0.419,26.7,0.000164,2.23,55.7,18.4,1.92e+04,34.5,1.8279887236
eyes-1-pyramid-9-selectivity-0,5.78e+04,1.03,51.2,0,27.6,0,0,0,0,0,0,0,0,0,0.621,0.53,6.78e+04,1.24,31.1,1.17,0.964,18.6,0.000275,0.461,9.16,0.000135,2.34,58.6,7.75,1.36e+04,15.9,1.31659753996
eyes-1-pyramid-9-selectivity-0,1.44e+05,1.05,100,0,0.00988,0,0,0,0,0,0,0,0,0,1.12,1.04,1.54e+05,2.24,56,1.07,0.897,74.8,0.000486,0.568,23.3,0.000151,2.14,53.6,21.9,1.72e+04,27.6,1.66920685373
eyes-1-pyramid-9-selectivity-0,1.54e+05,0.957,91.6,0,8.38,0,0,0,0,0,0,0,0,0,0.988,0.877,1.74e+05,1.98,49.4,1.13,0.927,42.1,0.000242,0.447,19.1,0.00011,2.25,56.3,15.5,2.2e+04,39,2.11350440606
eyes-1-pyramid-9-selectivity-0,6.78e+05,1,100,0,0.0107,0,0,0,0,0,0,0,0,0,1.28,1,8.63e+05,2.55,63.8,1.27,0.873,102,0.000118,0.472,43.1,5e-05,2.54,63.6,38.9,8.45e+04,91.1,7.74666119536
eyes-1-pyramid-11-selectivity-2,7.2e+05,1.01,100,0,0.00336,0,0,0,0,0,0,0,0,0,1.08,1.01,7.7e+05,2.16,54.1,1.07,0.952,303,0.000394,0.648,85.5,0.000111,2.14,53.5,98.2,8.9e+04,119,1.98882207143
eyes-1-pyramid-11-selectivity-2,6.17e+05,0.974,93.2,0,6.12,0,0,0,0,0,0,0,0,0,0.728,0.908,4.95e+05,1.46,36.4,0.802,0.936,405,0.000819,0.593,150,0.000304,1.6,40.1,113,8.49e+04,220,1.8982366095
eyes-1-pyramid-11-selectivity-2,7.16e+05,1.01,100,0,0.0159,0,0,0,0,0,0,0,0,0,1.2,1.01,8.49e+05,2.4,59.9,1.19,0.978,118,0.000139,0.744,29,3.42e-05,2.37,59.3,34.3,8.86e+04,62.2,1.98200146405
eyes-1-pyramid-11-selectivity-2,7.2e+05,1.01,99.7,0,0.278,0,0,0,0,0,0,0,0,0,1.18,1.01,8.43e+05,2.36,59,1.17,0.98,108,0.000128,0.6,39.1,4.65e-05,2.34,58.5,45.6,8.92e+04,78.1,1.9864089626
eyes-1-pyramid-11-selectivity-2,7.45e+05,0.975,100,0,0.0165,0,0,0,0,0,0,0,0,0,1.12,0.975,8.52e+05,2.23,55.8,1.14,0.949,299,0.000351,0.765,62.7,7.36e-05,2.29,57.2,64.1,9.55e+04,89.1,2.11946656278
eyes-1-pyramid-11-selectivity-2,7.92e+05,1.03,99.3,0,0.675,0,0,0,0,0,0,0,0,0,1.14,1.03,8.82e+05,2.28,57.1,1.11,0.953,293,0.000332,0.664,81.3,9.22e-05,2.23,55.7,85.3,9.65e+04,115,2.15341515682
eyes-1-pyramid-11-selectivity-2,1.58e+06,1.01,100,0,0.00509,0,0,0,0,0,0,0,0,0,1.12,1.01,1.76e+06,2.25,56.2,1.11,0.929,451,0.000256,0.414,237,0.000135,2.22,55.6,142,1.96e+05,366,4.33859052535
eyes-1-pyramid-11-selectivity-2,7.25e+05,1.01,99.4,0,0.643,0,0,0,0,0,0,0,0,0,1.13,1.01,8.14e+05,2.26,56.5,1.12,0.959,247,0.000304,0.688,75.4,9.27e-05,2.24,56.1,64.5,9e+04,95.2,2.00266684584
eyes-1-pyramid-11-selectivity-2,7.98e+05,0.971,94.5,0,5.24,0,0,0,0,0,0,0,0,0,0.87,0.918,7.57e+05,1.74,43.5,0.948,0.928,499,0.000659,0.57,178,0.000235,1.9,47.4,160,1.09e+05,231,2.42441702628
eyes-1-pyramid-11-selectivity-2,7.46e+05,1.01,95.8,0,3.72,0,0,0,0,0,0,0,0,0,0.879,0.968,6.77e+05,1.76,43.9,0.908,0.944,347,0.000512,0.445,175,0.000258,1.82,45.4,113,9.63e+04,240,2.14411148839
eyes-1-pyramid-11-selectivity-2,7.84e+05,0.985,96.6,0,3.25,0,0,0,0,0,0,0,0,0,1.11,0.951,9.16e+05,2.22,55.6,1.17,0.962,215,0.000234,0.53,97.3,0.000106,2.34,58.4,67.2,1.03e+05,115,2.29468220113
eyes-1-pyramid-11-selectivity-2,7.29e+05,1.01,100,0,0.000334,0,0,0,0,0,0,0,0,0,1.1,1.01,7.99e+05,2.21,55.2,1.1,0.947,333,0.000416,0.735,72.3,9.04e-05,2.19,54.9,81.1,9.06e+04,102,2.0234652385
eyes-1-pyramid-11-selectivity-2,7.54e+05,1.01,99.8,0,0.209,0,0,0,0,0,0,0,0,0,0.971,1.01,7.27e+05,1.94,48.6,0.964,0.937,404,0.000556,0.607,142,0.000195,1.93,48.2,110,9.36e+04,186,2.08595962227
eyes-1-pyramid-11-selectivity-2,7.35e+05,1.01,99.5,0,0.509,0,0,0,0,0,0,0,0,0,1.05,1.01,7.67e+05,2.11,52.6,1.04,0.938,411,0.000536,0.698,104,0.000136,2.09,52.2,111,9.12e+04,135,2.02090608286
eyes-1-pyramid-11-selectivity-2,8.11e+05,0.971,94.8,0,4.96,0,0,0,0,0,0,0,0,0,0.95,0.92,8.38e+05,1.9,47.5,1.03,0.935,457,0.000546,0.571,151,0.00018,2.07,51.6,140,1.1e+05,167,2.46002593624
eyes-1-pyramid-11-selectivity-2,8.67e+05,1.01,98.2,0,1.68,0,0,0,0,0,0,0,0,0,1.05,0.991,9.2e+05,2.1,52.6,1.06,0.947,327,0.000355,0.525,143,0.000155,2.12,53,108,1.09e+05,191,2.43595353184
eyes-1-pyramid-11-selectivity-2,8.96e+05,1.01,100,0,0.00443,0,0,0,0,0,0,0,0,0,1.06,1.01,9.42e+05,2.12,53.1,1.05,0.938,386,0.00041,0.532,161,0.000171,2.1,52.6,104,1.11e+05,192,2.45967241897
eyes-1-pyramid-11-selectivity-2,8.99e+05,0.973,98.3,0,1.74,0,0,0,0,0,0,0,0,0,1.04,0.956,9.76e+05,2.08,51.9,1.09,0.943,334,0.000343,0.651,107,0.000109,2.17,54.3,89.2,1.18e+05,197,2.60630733567
eyes-1-pyramid-11-selectivity-2,5.83e+05,1.01,91,0,7.46,0,0,0,0,0,0,0,0,0,0.815,0.921,5.16e+05,1.63,40.7,0.885,0.943,391,0.000757,0.608,114,0.00022,1.77,44.2,121,7.91e+04,143,1.76616477011
eyes-1-pyramid-11-selectivity-2,8.68e+05,0.992,98.5,0,1.49,0,0,0,0,0,0,0,0,0,1.17,0.977,1.04e+06,2.33,58.4,1.19,0.965,197,0.00019,0.688,58.1,5.61e-05,2.39,59.7,60.8,1.11e+05,108,2.48062582896
eyes-1-pyramid-11-selectivity-2,7.59e+05,1.01,95.6,0,3.81,0,0,0,0,0,0,0,0,0,0.785,0.966,6.17e+05,1.57,39.3,0.813,0.924,563,0.000913,0.58,184,0.000299,1.63,40.7,172,9.83e+04,237,2.18356750575
eyes-1-pyramid-11-selectivity-2,8.75e+05,1.01,99.1,0,0.907,0,0,0,0,0,0,0,0,0,0.972,0.999,8.51e+05,1.94,48.6,0.973,0.934,457,0.000537,0.526,180,0.000211,1.95,48.6,153,1.09e+05,229,2.43916196612
eyes-1-pyramid-11-selectivity-2,7.38e+05,0.981,100,0,0.0101,0,0,0,0,0,0,0,0,0,1.08,0.981,8.15e+05,2.17,54.2,1.1,0.961,226,0.000277,0.492,109,0.000134,2.21,55.2,65.5,9.4e+04,117,2.08525634387
eyes-1-pyramid-11-selectivity-2,9.38e+05,0.981,97.1,0,2.91,0,0,0,0,0,0,0,0,0,1.07,0.952,1.05e+06,2.14,53.5,1.12,0.949,294,0.000278,0.508,134,0.000127,2.25,56.2,88.6,1.23e+05,200,2.74076150579
eyes-1-pyramid-11-selectivity-2,3.56e+05,1,73,0,18.6,0,0,0,0,0,0,0,0,0,0.742,0.733,3.61e+05,1.48,37.1,1.01,0.983,93.7,0.00026,0.562,36.7,0.000102,2.02,50.6,38.5,6.08e+04,67.2,1.36659388704
eyes-1-pyramid-11-selectivity-2,8.51e+05,1.02,97.5,0,2.4,0,0,0,0,0,0,0,0,0,1.08,0.998,9.25e+05,2.17,54.2,1.09,0.954,276,0.000299,0.472,135,0.000146,2.17,54.4,88.7,1.07e+05,179,2.3641594788
eyes-1-pyramid-11-selectivity-2,8.18e+05,1.01,95.4,0,4.34,0,0,0,0,0,0,0,0,0,0.889,0.961,7.57e+05,1.78,44.4,0.925,0.926,518,0.000685,0.557,191,0.000252,1.85,46.3,156,1.06e+05,231,2.37107785579
eyes-1-pyramid-11-selectivity-2,7.31e+05,1.02,100,0,0.00117,0,0,0,0,0,0,0,0,0,1.08,1.02,7.71e+05,2.15,53.8,1.05,0.963,220,0.000286,0.506,99.1,0.000129,2.11,52.7,78.8,8.96e+04,146,1.98620849622
eyes-1-pyramid-11-selectivity-2,4.5e+05,1.01,83.1,0,13.3,0,0,0,0,0,0,0,0,0,0.766,0.841,4.1e+05,1.53,38.3,0.912,0.961,227,0.000553,0.567,90.8,0.000221,1.82,45.6,66.2,6.69e+04,130,1.49738480082
eyes-1-pyramid-11-selectivity-2,7.3e+05,1.01,100,0,0.0115,0,0,0,0,0,0,0,0,0,1.2,1.01,8.63e+05,2.4,59.9,1.18,0.942,313,0.000363,0.875,38.8,4.49e-05,2.36,59.1,37.2,9.01e+04,65.5,2.00435913297
eyes-1-pyramid-11-selectivity-1,5.64e+05,1.01,99.4,0,0.614,0,0,0,0,0,0,0,0,0,0.936,1,5.26e+05,1.87,46.8,0.932,0.928,290,0.000552,0.484,120,0.000229,1.86,46.6,96.3,7.02e+04,152,2.4548238439
eyes-1-pyramid-11-selectivity-1,4.58e+05,1,100,0,0.000266,0,0,0,0,0,0,0,0,0,1.11,1,5.04e+05,2.21,55.3,1.1,0.949,183,0.000363,0.618,50.3,9.98e-05,2.2,55,60.7,5.7e+04,69.6,2.00135800203
eyes-1-pyramid-11-selectivity-1,4.32e+05,1.01,97.8,0,2.19,0,0,0,0,0,0,0,0,0,1.04,0.985,4.54e+05,2.07,51.8,1.05,0.942,215,0.000474,0.665,58.4,0.000128,2.11,52.6,63.1,5.48e+04,79.8,1.9237259656
eyes-1-pyramid-11-selectivity-1,4.57e+05,1.01,100,0,0.00368,0,0,0,0,0,0,0,0,0,1.06,1.01,4.8e+05,2.13,53.2,1.05,0.957,143,0.000298,0.513,64.1,0.000133,2.1,52.6,50.4,5.65e+04,96.9,1.96862821942
eyes-1-pyramid-11-selectivity-1,4.38e+05,1.02,99,0,0.975,0,0,0,0,0,0,0,0,0,1,1.01,4.36e+05,2,50.1,0.994,0.944,194,0.000445,0.511,85.3,0.000196,1.99,49.7,57.9,5.43e+04,106,1.88563567401
eyes-1-pyramid-11-selectivity-1,5.31e+05,0.945,96.7,0,3.34,0,0,0,0,0,0,0,0,0,1.13,0.913,6.55e+05,2.25,56.3,1.23,0.977,69.8,0.000107,0.556,29.1,4.45e-05,2.47,61.7,31.6,7.27e+04,65.7,2.52922434611
eyes-1-pyramid-11-selectivity-1,4.57e+05,1.02,100,0,0.00545,0,0,0,0,0,0,0,0,0,1.17,1.02,5.24e+05,2.33,58.3,1.15,0.958,141,0.000269,0.676,40.1,7.66e-05,2.29,57.3,40.5,5.62e+04,57.2,1.95401865274
eyes-1-pyramid-11-selectivity-1,4.38e+05,0.961,98.8,0,1.17,0,0,0,0,0,0,0,0,0,1.13,0.95,5.22e+05,2.26,56.6,1.19,0.965,106,0.000203,0.795,20.8,3.99e-05,2.38,59.6,24.2,5.76e+04,45.9,2.00059614734
eyes-1-pyramid-11-selectivity-1,4.84e+05,1.02,98.9,0,1.09,0,0,0,0,0,0,0,0,0,1.07,1.01,5.12e+05,2.14,53.6,1.06,0.947,183,0.000358,0.564,73.9,0.000145,2.12,52.9,56.8,5.97e+04,103,2.08812204126
eyes-1-pyramid-11-selectivity-1,5.33e+05,1.03,97.5,0,2.5,0,0,0,0,0,0,0,0,0,1.11,1,5.9e+05,2.21,55.4,1.11,0.958,135,0.000229,0.525,57.3,9.71e-05,2.22,55.4,48.2,6.66e+04,116,2.31150931493
eyes-1-pyramid-11-selectivity-1,4.47e+05,1,98,0,1.98,0,0,0,0,0,0,0,0,0,1.05,0.985,4.78e+05,2.11,52.7,1.07,0.953,162,0.000339,0.521,70.7,0.000148,2.14,53.5,54.6,5.67e+04,93.9,1.97129416031
eyes-1-pyramid-11-selectivity-1,4.8e+05,1.01,96.2,0,3.71,0,0,0,0,0,0,0,0,0,0.885,0.968,4.39e+05,1.77,44.2,0.914,0.924,316,0.000719,0.547,111,0.000253,1.83,45.7,106,6.2e+04,137,2.16176117049
eyes-1-pyramid-11-selectivity-1,4.72e+05,1.05,99.2,0,0.847,0,0,0,0,0,0,0,0,0,1.16,1.04,5.27e+05,2.31,57.9,1.12,0.946,187,0.000355,0.642,52.6,9.99e-05,2.23,55.8,57,5.69e+04,73.5,1.98112081962
eyes-1-pyramid-11-selectivity-1,2.38e+05,1,58.2,0,21.5,0,0,0,0,0,0,0,0,0,0.644,0.585,2.63e+05,1.29,32.2,1.1,0.957,133,0.000506,0.757,31,0.000118,2.2,55.1,27.9,5.09e+04,55.9,1.78481837136
eyes-1-pyramid-11-selectivity-1,7.84e+05,1.01,100,0,0.00596,0,0,0,0,0,0,0,0,0,1.08,1.01,8.38e+05,2.16,53.9,1.07,0.91,351,0.000418,0.486,151,0.00018,2.14,53.5,106,9.72e+04,185,3.3599853905
eyes-1-pyramid-11-selectivity-1,4.64e+05,1.02,100,0,0.00239,0,0,0,0,0,0,0,0,0,1.2,1.02,5.48e+05,2.4,60,1.18,0.972,87.7,0.00016,0.666,28,5.11e-05,2.36,59.1,29.9,5.7e+04,51.2,1.98018637604
eyes-1-pyramid-11-selectivity-1,4.92e+05,1.01,100,0,0.0133,0,0,0,0,0,0,0,0,0,1.13,1.01,5.54e+05,2.27,56.7,1.13,0.953,153,0.000276,0.494,73.4,0.000133,2.25,56.3,38.7,6.11e+04,78.3,2.12505633826
eyes-1-pyramid-11-selectivity-1,4.81e+05,1.01,100,0,0.00709,0,0,0,0,0,0,0,0,0,1.09,1.01,5.18e+05,2.18,54.5,1.08,0.959,131,0.000254,0.524,56.6,0.000109,2.15,53.8,42.8,5.93e+04,100,2.07090688475
eyes-1-pyramid-11-selectivity-1,4.29e+05,1.02,100,0,0.00808,0,0,0,0,0,0,0,0,0,1.22,1.02,5.15e+05,2.45,61.2,1.2,0.984,47.5,9.24e-05,0.593,17.4,3.37e-05,2.4,59.9,21.5,5.25e+04,37,1.83242558438
